,Unnamed: 0,date,location,text
177,177,07-07-2020 19:07,"Mumbai, India","RT @kamath_nikhil: Given all the Covid-induced volatility, here are my thoughts on how to effectively diversify your portfolio. #portfolio…"
178,178,07-07-2020 19:07,"Nashik, India","RT @Optimist_girl1: ""If covid tests are less, no. will be less
People wont panic""
if government think like this we ain't overcome this pand…"
179,179,07-07-2020 19:06,"Guwahati, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
180,180,07-07-2020 19:05,"Mumbai, India","""If covid tests are less, no. will be less
People wont panic""
if government think like this we ain't overcome this… https://t.co/lTGMhKrjg8"
181,181,07-07-2020 19:05,proud Indian ,"RT @IPSHemant: We @BlrCityPolice stand tall in fight against #COVID19

As on today;
•5 of us laid life in line of duty
•395 of us tested po…"
182,182,07-07-2020 19:03,"Maharashtra, India",RT @Dev_Fadnavis: Nashik | Interacting with media after visits to #COVID hospitals.#CoronaInMaharashtra https://t.co/s0DumE4iMQ
183,183,07-07-2020 19:02,"Vishakhapatnam, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
184,184,07-07-2020 19:02,"Bengaluru, India","#CovidScamKarnataka #COVID #COVID19karnataka #COVID19 
Karnataka has no clue about  number of Covid cases.
Both Opp… https://t.co/Y9Ap9MEtfs"
185,185,07-07-2020 19:01,India,"RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
186,186,07-07-2020 19:00,"Kerala, India",RT @xpresskerala: Daily tally of new #COVID cases cross the 300-mark for the first time. The day also sees the biggest spike in local trans…
187,187,07-07-2020 18:59,"Hubli, India",RT @Ravindra_TNIE: #APSRTC introducing Mobile #Sanjeevini for #COVID-19 test in rural areas and #Mobile #JanathaBazar buses in #Vijayawada.…
188,188,07-07-2020 18:58,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
189,189,07-07-2020 18:58,"New Delhi, India","The 5 worst hit states in terms of total deaths as on 07/07/20

1. #Maharashtra - 9,448
2. #Delhi - 3,213
3.… https://t.co/KiwfH6u7YS"
190,190,07-07-2020 18:58,"New Delhi, India","The 5 worst hit states in terms of  active cases as on 07/07/20

1. #Maharashtra - 91,065
2. #TamilNadu - 46,483
3.… https://t.co/wVH3GtetQf"
191,191,07-07-2020 18:53,"Hyderabad, India",RT @iamzzeeshan: Sir @TelanganaDGP @cpcybd @cyberabadpolice @GHMCOnline one person named Shams who hails from Maharashtra &amp; lives at Old Bo…
192,192,07-07-2020 18:51,India,"RT @drgsrao: Availability of beds for #COVID patients 
-In Gandhi: 1150 are vacant 

Total bed vacant in all Govt Hospitals
1. Isolation be…"
193,193,07-07-2020 18:50,"Hyderabad, India",Can technology help flatten the #COVID-19 curve? We believe so! Read as Mark Jules shares Hitachi solutions created… https://t.co/hY4zHWruCL
195,195,07-07-2020 18:49,Switzerland. India,#COVID: Some 129 new cases in #Switzerland over the past 24 hours. Masks obligatory in public transport since Monda… https://t.co/KMa5LWv9H6
196,196,07-07-2020 18:48,India,The #zinc price expected to edge higher in the next 3-6 months as global economic shocks from the #COVID-19 pandemi… https://t.co/8lzzzum3jX
197,197,07-07-2020 18:46,"Jharkhand, India","RT @madhavmantri: Bad News:- Mahila Congress National President @sushmitadevinc Tests #CoVid Positive ....
#GetWellSoon"
198,198,07-07-2020 18:46,"Faridabad, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
199,199,07-07-2020 18:45,"Mumbai, India","RT @NewsAurChai: #NACPositiveNews - Amid COVID-19 crisis, 456,830 people previously tested positive, fought &amp; recovered from the pandemic d…"
200,200,07-07-2020 18:43,"Bengaluru, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
201,201,07-07-2020 18:43,"Bengaluru, India",RT @Vijayabaskarofl: Despite the #lockdown challenges the tremendous support by the #PWD Department for infrastructure expansion like layin…
203,203,07-07-2020 18:42,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
204,204,07-07-2020 18:40,India,RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
205,205,07-07-2020 18:39,"Diphu, India",@himantabiswa @Pijush_hazarika @MoHFW_INDIA Kindly highlight on a issue that as per #Covid19 protocol or guidelines… https://t.co/fWwVs4N7EA
206,206,07-07-2020 18:38,"Bengaluru, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
207,207,07-07-2020 18:38,"Naugarh, India","RT @SandeepKrJainTS: Long dry spell in primary markets getting over...1st IPO post #Covid #lockdown coming up , that too in one of the hott…"
208,207,07-07-2020 18:37,"Pudukkottai, India",RT @Vijayabaskarofl: Despite the #lockdown challenges the tremendous support by the #PWD Department for infrastructure expansion like layin…
209,209,07-07-2020 18:37,"Ahmedabad, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
210,210,07-07-2020 18:36,"pune,India","RT @IndiaToday: 500-bedded #Covid care centre opens at CWG village in #Delhi

Click for latest updates: https://t.co/uRB8FBiWSt"
211,211,07-07-2020 18:34,"pune,India","RT @AbhijitChhajed: Many citizens are not taking guidlines issued by government serioulsy,this is one of the biggest  factor for rise in co…"
212,212,07-07-2020 18:33,"New Delhi, India","RT @RailMinIndia: Innovative minds in Indian Railways showcase their creative skills to combat #CoVID

An ideal device to ensure #socialdis…"
213,213,07-07-2020 18:33,India,RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
214,214,07-07-2020 18:33,"Hyderabad, India","RT @Aniketh04143469: TRS leader's Has got Positive .
Then In which Hospital they Had admitted🤔 WHY theyadmitted in Corporate Hospital.
Why…"
215,215,07-07-2020 18:33,"Guwahati, India","RT @himantabiswa: Visited the #COVID Care Centre at Patanjali Yogpeeth, Mirza, Palashbari today to review the treatment facilities &amp; infra.…"
216,216,07-07-2020 18:33,"Kolkata , India","RT @RailMinIndia: Innovative minds in Indian Railways showcase their creative skills to combat #CoVID

An ideal device to ensure #socialdis…"
217,217,07-07-2020 18:32,"Vishakhapatnam, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
218,218,07-07-2020 18:30,"Vijayawada, India","RT @IndiaToday: 500-bedded #Covid care centre opens at CWG village in #Delhi

Click for latest updates: https://t.co/uRB8FBiWSt"
219,219,07-07-2020 18:29,"Ahmadabad City, India","RT @SandeepKrJainTS: Long dry spell in primary markets getting over...1st IPO post #Covid #lockdown coming up , that too in one of the hott…"
220,220,07-07-2020 18:29,"Hyderabad, India","RT @IndiaToday: 500-bedded #Covid care centre opens at CWG village in #Delhi

Click for latest updates: https://t.co/uRB8FBiWSt"
221,221,07-07-2020 18:29,India,"500-bedded #Covid care centre opens at CWG village in #Delhi

Click for latest updates: https://t.co/uRB8FBiWSt"
222,222,07-07-2020 18:27,"Gachibowli, Hyderabad, India.","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
223,223,07-07-2020 18:27,"New Delhi, India","#Karnataka considering awarding 5 marks in #NEETexams to students involved in #COVID related work, says Minister… https://t.co/XTfczf6kWz"
224,224,07-07-2020 18:27,"Indore, India",RT @lakshyarajmewar: Social Media has no borders and allows any one of us to communicate freely and connect on a global basis.  Grateful to…
225,225,07-07-2020 18:26,"Hyderabad, India","RT @CoreenaSuares2: #GandhiHospital protest: 'We don't know how many of us are #COVID positive, none of us are tested'. https://t.co/VJrl65…"
226,226,07-07-2020 18:26,"Bardhaman, India","RT @airnewsalerts: #Kerala: Commando unit does a Route March in Poonthura in Thiruvananthapuram, as #COVID cases through local transmission…"
227,227,07-07-2020 18:23,"Ongole/Bengaluru, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
228,228,07-07-2020 18:23,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
229,229,07-07-2020 18:23,"Chennai, India","Our esteemed speaker Dr.Karthikeyan Ramachandran, Consultant - Physical Medicine &amp; Rehabilitation addressing our pa… https://t.co/PRSbbc7V9d"
230,230,07-07-2020 18:21,"Hyderabad, India","RT @h_s_Karthik: Sri @RahulGandhi warned about #Covid in the month of February.
But #56InchTummy was busy eating Litti Choka and neglected…"
232,232,07-07-2020 18:20,"Chennai, India","Our esteemed speaker Shri.Sam Daniel Stalin, Bureau Chief - NDTV addressing our participants on Combating Covid and… https://t.co/5qZwV2FdY1"
233,233,07-07-2020 18:20,"Raipur, India","RT @SandeepKrJainTS: Long dry spell in primary markets getting over...1st IPO post #Covid #lockdown coming up , that too in one of the hott…"
234,234,07-07-2020 18:19,India,The scientists currently decide to work with the International Union for Conservation of Nature’s scaly anteater sp… https://t.co/CLzvs1t14u
235,235,07-07-2020 18:19,"Hyderabad, India","RT @shuja_2006: Shanawaz resident of Mumbai sold his SUV to help #COVID19Pandemic patients 

#COVID #COVID19Vic 

https://t.co/17YsVVBEO8"
236,236,07-07-2020 18:19,"New Delhi, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
237,237,07-07-2020 18:19,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
238,238,07-07-2020 18:17,"New Delhi, India","RT @GarimaBharti19: Till 7 PM
#Lock _down in 6 districts of #Bihar due to the increasing number of #COVID-19 patients.
#Patna #Nawada #Buxa…"
239,239,07-07-2020 18:15,"Mumbai, India","RT @SandeepKrJainTS: Long dry spell in primary markets getting over...1st IPO post #Covid #lockdown coming up , that too in one of the hott…"
240,240,07-07-2020 18:15,"Hyderabad, India","RT @smitapop: Due to the ongoing #Covid situation, there has been an extreme scarcity of #Blood, especially for kids suffering from cancer…"
241,241,07-07-2020 18:15,"Mumbai, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
242,242,07-07-2020 18:15,"Chennai, India","RT @Vijayabaskarofl: As per data,the no of #childbirths has increased in Govt Hospitals during #COVID retaining the low mortality rates.Whi…"
243,243,07-07-2020 18:14,"Karnataka, India",RT @Tejaswini7: How come #Telangana Govt has money to demolish existing #Secretariat &amp; build a new one when it claims that it lost money du…
244,244,07-07-2020 18:14,"Hyderabad, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
245,245,07-07-2020 18:14,India,"RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
246,246,07-07-2020 18:14,"Guwahati, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
247,247,07-07-2020 18:14,"Hyderabad, India","RT @drgsrao: Availability of beds for #COVID patients 
-In Gandhi: 1150 are vacant 

Total bed vacant in all Govt Hospitals
1. Isolation be…"
248,248,07-07-2020 18:13,"New Delhi, India","RT @NirupamaViswa: If anyone’s interesting in reading and understanding the doubling #COVID data tweeted by @chennaicorp ,this copy may hel…"
249,249,07-07-2020 18:13,"Kolkata, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
250,250,07-07-2020 18:12,"Bengaluru, India","RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr…"
251,251,07-07-2020 18:12,"Hyderabad, India","RT @revathitweets: #AndhraPradesh takes one more proactive step towards fighting #COVID19, includes #Covid treatment of suspected and confi…"
252,252,07-07-2020 18:12," New Delhi, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
253,253,07-07-2020 18:12,"Nagpur, India",RT @vinuvinodmumbai: @RahulGandhi #RahulGandhi is a visionary leader and has rightly demanded implementation of #NYAY yojana at the earlies…
254,254,07-07-2020 18:12,"Vijayawada, India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
255,255,07-07-2020 18:11,"Chennai, India",RT @DNRamki: 30. 33. 53. 76. 83. Those are the ages of the last 5 patients who died in the ICU during my shifts in the last 2 weeks due to…
257,257,07-07-2020 18:11,"Uttar Pradesh, India","RT @sagarikaghose: India might see 2.87 lakh #Covid cases per day by February 2021, @MIT study reveals https://t.co/Sa1kx78yGQ"
258,258,07-07-2020 18:10,"Delhi, India","RT @CoreenaSuares2: 1340 beds for #COVID patients are available. 

Gandhi hospital- 1058
King Koti- 238
Chest Hospital- 25 
Fever Hospital-…"
259,259,07-07-2020 18:09,"Agartala, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
260,260,07-07-2020 18:07,"Guwahati, India","RT @himantabiswa: 📌 Discharge Alert

3⃣9⃣7⃣ more patients have been discharged.

Amid rising number of #COVID cases, it's heartening that w…"
261,261,07-07-2020 18:07,#NAME?,"RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
263,263,07-07-2020 18:07,Mumbai India,"RT @mymoneymantra: Tell us more about your #FoodForThought in the comments.

#WorkFromHome
#Covid #2020
#MyMoneyMantra https://t.co/dXnRU2C…"
264,264,07-07-2020 18:06,"Thullur, Amaravati,AP,India","RT @revathitweets: 30yr old Prudhvi Raj collapses&amp; dies in front of Xenia Multi Speciality Hospital, ECIL.After the hospital allegedly shoo…"
265,265,07-07-2020 18:06,"Mumbai, India","RT @RailMinIndia: Innovative minds in Indian Railways showcase their creative skills to combat #CoVID

An ideal device to ensure #socialdis…"
